"Date","Closing Price","High Price","Low Price"
"1",2014-03-14,-0.0077847490708405,-0.015763182238668,-0.014049524949502
"2",2014-03-13,-0.0067812472147122,-0.0029294136745326,-0.0044537790091459
"3",2014-03-12,-0.0094321576244502,-0.0075501819806229,-0.0078034938370134
"4",2014-03-11,-0.00055149897421191,-0.0012141692083764,-0.00081958134898652
"5",2014-03-10,0.0011558055301983,-0.0066336317135549,-0.0016585581601061
"6",2014-03-07,-0.011613015891495,-9.4445857096232e-05,-0.010142283838015
"7",2014-03-06,0.0068868505113852,0.0060739398014823,0.006248210339283
"8",2014-03-05,0.0010854896438421,0.0033956479967144,0.013641843918848
"9",2014-03-04,0.020875138518674,0.01035916207865,0.0071734290789978
"10",2014-03-03,-0.024519220234748,-0.015875446656457,-0.021562314355074
"11",2014-02-28,0.00021916527253215,-0.0017180379424313,0.0032153157925718
"12",2014-02-27,-0.003298479641172,-1.4559431599777e-05,-0.0066364566583834
"13",2014-02-26,0.0010350306864731,0.00085245280544409,0.0037856555933796
"14",2014-02-25,0.0013356591806498,0.001751684171344,0.0086655369154833
"15",2014-02-24,0.015558289848197,0.014768510631994,0.0059853047368773
"16",2014-02-21,0.0054178932071394,0.0061853979893732,0.013796122293417
"17",2014-02-20,0.0028774289985052,0.0028923766816143,0.00028687256063949
"18",2014-02-19,0.0067417083007284,-0.0039899952358265,-0.00089755773785267
"19",2014-02-18,-0.0098047980926837,-0.0016498461629929,-0.009687852463792
"20",2014-02-17,0.004723442798434,0.0063119792991009,0.0075787223794328
"21",2014-02-14,0.0041416738074836,0.0050585909606813,0.0078429587827485
"22",2014-02-13,0.00027067262146443,-0.0080006561581938,-0.0087368421052631
"23",2014-02-12,-0.0038198813589789,0.0045089579962851,0.0056558690983879
"24",2014-02-11,0.012490046638608,0.011906837146906,0.0069284768010232
"25",2014-02-10,0.0041501675296985,0.0030408769889236,0.003890455771862
"26",2014-02-07,0.0038680875135688,0.001202590898366,0.0079351016540449
"27",2014-02-06,0.012131903501849,0.013906359728664,0.010958285304838
"28",2014-02-05,0.0089540121312423,0.0092764233974607,0.00641965244519
"29",2014-02-04,-0.0038260842516195,-0.021656303340649,-0.0073451031348963
"30",2014-02-03,-0.014212886657212,0.0046161265875112,-0.0052862140491006
"31",2014-01-31,0.0012434469577766,-0.0036838733296723,-0.004223441642518
"32",2014-01-30,-0.0055719661407648,-0.012152947824449,0.0014742090598252
"33",2014-01-29,-0.006280292170114,0.0045031408461364,-0.010395502665709
"34",2014-01-28,0.00088822082536218,0.0018576790385564,0.0010628292668008
"35",2014-01-27,-0.00097836226707012,-0.01921632495222,-0.0080774831624295
"36",2014-01-24,-0.015875503806538,-0.0074916595317527,-0.014235301154375
"37",2014-01-23,-0.011392816032585,-0.0027308527474145,-0.0090682788051209
"38",2014-01-22,0.0038666093835647,0.0023462228026296,0.00081562439755009
"39",2014-01-21,-0.00071059527158066,0.0019145759103475,0.0013810513810515
"40",2014-01-20,0.000651803570106,0.00070275108556553,0.0042352660462897
"41",2014-01-17,0.0055487282612742,0.0049136944142965,0.0007462018326717
"42",2014-01-16,-0.00025316644204344,0.00095987142187462,0.0080713710799689
"43",2014-01-15,0.014427180505933,0.013896537936342,0.011773928397467
"44",2014-01-14,-0.0035825838256877,-0.0074952078591111,-0.010848207900145
"45",2014-01-13,-0.0008948444925704,0.00078682922808303,0.0017873842348185
"46",2014-01-10,0.0047295970020701,0.0013581858838713,0.0027679044089844
"47",2014-01-09,-0.00094351728146253,0.00033027578027657,-0.00068016928657806
"48",2014-01-08,-0.0010631559898661,0.0016013953942967,-0.00012845991672763
"49",2014-01-07,0.00084520647186679,-0.0004508938971512,0.0021582406930602
"50",2014-01-03,0.00058141729905235,-0.0030118902233444,-0.00018171355886006
"51",2014-01-02,-0.0064518549082862,-0.0028538770143366,-0.0044997851861344
"52",2013-12-30,-0.0011016021942117,0.0022012743431742,5.2764084241581e-05
"53",2013-12-27,0.010495547343551,0.011381535106319,0.011543857508845
"54",2013-12-23,0.0081226334432636,0.0070002592688617,0.011538224224101
"55",2013-12-20,0.0069414016557895,0.0080637102291508,0.0081723105633529
"56",2013-12-19,0.020209862601167,0.01834108308675,0.013843230928111
"57",2013-12-18,0.0093884077703718,0.0019215535564427,0.0044819967849988
"58",2013-12-17,-0.0045859993065842,0.0046489272009519,0.0069370798880497
"59",2013-12-16,0.010647362846517,0.0057853401066721,0.0011495262195755
"60",2013-12-13,0.00056573705179286,-0.0026400031616805,-0.00043088658905386
"61",2013-12-12,-0.010291392295256,-0.0087284237908311,-0.009523583712696
"62",2013-12-11,-0.0016926468272714,-0.0049739995478183,-0.0013260087137716
"63",2013-12-10,-0.010246620173764,-0.0016423045190616,-0.0054634513941221
"64",2013-12-09,0.0068412009759693,0.0047626868122844,0.0084065542626455
"65",2013-12-06,0.0040330521224725,-0.0042906089394175,-0.0048916511094832
"66",2013-12-05,-0.0074431405049139,-0.0031824885508033,7.0898520584139e-05
"67",2013-12-04,-0.0017872194299628,-0.01288014037131,-0.0074747064066678
"68",2013-12-03,-0.01782949301691,-0.0030402798890833,-0.017008554234461
"69",2013-12-02,-0.0023934970291579,-0.0043807278396775,-0.0050469905407163
"70",2013-11-29,-0.0057025113860144,-0.0011015725898352,-0.0022888358218065
"71",2013-11-28,0.0038774778075458,0.003682890191922,0.00420618746265
"72",2013-11-27,0.0033313421862796,0.0025532630548951,0.00088185450167559
"73",2013-11-26,-0.00026796720081472,0.0015312411475121,0.0021902522248351
"74",2013-11-25,0.0063642737716414,0.0063642737716414,0.0083459258398233
"75",2013-11-22,0.0057109647423478,0.0056486230996916,0.006771885751734
"76",2013-11-21,-0.0032439947478181,-0.005930923991743,-0.0061255980211993
"77",2013-11-20,-0.0037013951412455,-0.0022210779529194,-0.0051989725472651
"78",2013-11-19,-0.0040542611894543,-0.0032632925549436,0.002303951508779
"79",2013-11-18,0.0068445054902656,0.0066858940744626,0.0028377152515565
"80",2013-11-15,0.0052436839206621,0.0056612845687342,0.0061864195219373
"81",2013-11-14,0.011351690593865,0.0086751097100215,0.0095215593620791
"82",2013-11-13,-0.0040316909661993,-0.0074844139408856,-0.0071623491879805
"83",2013-11-12,-0.0060960930644323,1.5528070870101e-05,-0.0029313853134477
"84",2013-11-11,0.0045636809011906,0.00065260459153938,0.0060551394172321
"85",2013-11-08,-0.0022028660610732,-0.0071964087375046,-0.0038285736609758
"86",2013-11-07,0.00094274940006859,0.006474451534771,0.0037094547964113
"87",2013-11-06,0.0073857794312715,0.0022173984081415,0.0027839380927665
"88",2013-11-05,-0.0057280651782022,-0.00080073387648483,-0.0063685308619788
"89",2013-11-04,0.0023388244864755,0.00064566818878399,0.0037491666339856
"90",2013-11-01,-0.0039734480179506,-0.0040211361452878,-0.0054061222579337
"91",2013-10-31,-0.0059017612342582,-0.0037974683544303,-0.0047129158740634
"92",2013-10-30,0.00027890112954967,0.0014686557934605,0.0022879199383663
"93",2013-10-29,0.0018317008428928,-0.00098071770002392,-0.00022562825799421
"94",2013-10-28,-0.0017123420345103,0.0026014044487114,0.00077084193068652
"95",2013-10-25,-0.0061373787155397,-0.0054286726317898,-0.0044262879645277
"96",2013-10-24,0.0054040662114244,0.0027488224847503,0.00095438356908419
"97",2013-10-23,-0.0066219053552065,-0.0044737570334841,-0.0017350487595176
"98",2013-10-22,0.0090644522913353,0.0078713316185814,0.0052871737369962
"99",2013-10-21,0.0036217773969934,0.0053430952566398,0.012528087672961
"100",2013-10-18,0.01341058165142,0.011653836152895,0.0082353595815546
"101",2013-10-17,0.00071089485865048,0.0017127882930524,0.0033658486006206
"102",2013-10-16,0.00043462456339983,-0.0042832779257932,-0.0069148514851485
"103",2013-10-15,0.0053546459895767,0.0082249744455275,0.0064091322162524
"104",2013-10-14,-0.0060565860437938,-0.0047318238815151,-0.0045864279819717
"105",2013-10-11,0.0046568083013361,0.0050649165358825,0.014547123179597
"106",2013-10-10,0.020366532832535,0.012658024641811,0.006588117078863
"107",2013-10-09,-0.0052020421639207,-0.0016027567415955,-0.0047422414349314
"108",2013-10-08,-0.0040421538905731,-0.0012006243246488,0.00053257589206469
"109",2013-10-07,-0.003619974588258,-0.0075308024117633,-0.0092498580942254
"110",2013-10-04,-0.0038845152713986,-0.0072162021482989,-0.0029811010943989
"111",2013-10-03,-0.0031501936139148,0.0021339150227618,-0.00076461733291919
"112",2013-10-02,-0.0063941341112468,-0.003127831396494,-0.0024550698383944
"113",2013-10-01,0.006946649730073,0.0056332894924493,0.0042528066129945
"114",2013-09-30,-0.0077827141821849,-0.013698844233279,-0.010227129138236
"115",2013-09-27,-0.0045089905350407,0.0017692048754902,-0.0047395599990568
